age,account_type,city_tier,tenure_days,account_balance,avg_monthly_spend,avg_txn_amount,avg_txn_per_day,usual_txn_hour,txn_type,txn_amount,txn_hour,txn_day_of_week,is_weekend,amount_to_avg_ratio,balance_drain_pct,hour_anomaly,velocity_24hr,new_txn_type_flag,large_round_amt_flag,days_since_last_txn,prior_fraud_complaint,fraud_type,is_fraud,account_type_enc,txn_type_enc,age_group
49,Savings,1,4239,60473,14355,752,1,14,UPI,287,18,1,0,0.38,0.47,0,3,1,0,1,0,None,0,2,6,41-60
44,Current,1,2948,160165,33304,2445,1,20,UPI,24439,11,4,0,9.99,15.26,1,1,0,0,1,1,Phishing,1,0,6,41-60
30,Savings,1,2231,5056,497,44,2,18,DEBIT_CARD,58,18,2,0,1.29,1.15,0,1,0,0,3,0,None,0,2,3,26-40
45,Savings,2,195,158414,23818,3388,2,12,DEBIT_CARD,7081,10,2,0,2.09,4.47,0,2,0,0,0,1,None,0,2,3,41-60
41,Savings,3,4209,18340,1407,102,3,9,CASH_OUT,245,9,5,1,2.38,1.34,0,3,0,0,1,0,None,0,2,2,41-60
39,Savings,2,1381,2190,244,24,1,21,NEFT,31,19,5,1,1.24,1.41,0,2,0,0,2,0,None,0,2,5,26-40
18,Savings,3,1768,182718,56199,6196,1,13,CASH_IN,10925,9,2,0,1.76,5.98,0,2,0,0,0,0,None,0,2,1,18-25
54,Salary,1,1759,252265,38155,7016,2,11,UPI,138688,10,2,0,19.76,54.98,0,1,1,0,0,0,Unauthorized_Transfer,1,1,6,41-60
26,Salary,2,4421,84915,20753,1080,1,18,CASH_OUT,1064,18,1,0,0.98,1.25,0,1,0,0,0,0,None,0,1,2,26-40
66,Savings,3,3925,173524,15122,1097,3,10,IMPS,2720,11,2,0,2.48,1.57,0,2,0,0,0,0,None,0,2,4,60+
50,Savings,1,1181,28916,6466,786,1,10,UPI,1673,12,4,0,2.13,5.79,0,1,0,0,1,0,None,0,2,6,41-60
63,Savings,1,161,83758,20744,3856,1,13,CASH_OUT,9293,13,0,0,2.41,11.09,0,3,0,0,0,0,None,0,2,2,60+
36,Savings,1,4702,50694,16979,1083,1,10,BILL_PAY,1875,8,6,1,1.73,3.7,0,1,0,0,2,0,None,0,2,0,26-40
41,Savings,1,4139,219843,59108,8373,1,10,IMPS,193357,2,6,1,23.09,87.95,0,5,1,0,1,0,Account_Takeover,1,2,4,41-60
45,Salary,3,2448,73330,19556,1817,2,13,UPI,1216,16,4,0,0.67,1.66,0,4,0,0,3,0,None,0,1,6,41-60
59,Savings,1,4874,57430,19538,2006,1,13,BILL_PAY,3206,11,0,0,1.6,5.58,0,2,0,0,0,0,None,0,2,0,41-60
45,Savings,3,543,44405,9551,749,2,9,UPI,451,9,6,1,0.6,1.02,0,1,0,0,0,0,None,0,2,6,41-60
40,Savings,2,4706,46637,10274,1984,2,18,IMPS,42018,1,2,0,21.17,90.09,1,4,1,0,1,0,Account_Takeover,1,2,4,26-40
40,Savings,3,4052,161459,50649,8426,1,14,CASH_OUT,12516,17,1,0,1.49,7.75,0,1,0,0,0,0,None,0,2,2,26-40
44,Savings,1,3517,39819,9786,558,2,19,BILL_PAY,780,20,1,0,1.4,1.96,0,1,0,0,0,0,None,0,2,0,41-60
27,Savings,3,890,122495,6699,605,2,16,DEBIT_CARD,686,15,0,0,1.13,0.56,0,1,0,0,0,0,None,0,2,3,26-40
36,Savings,1,1747,255358,46688,4188,2,14,IMPS,206924,23,3,0,49.4,81.03,1,5,1,0,1,0,SIM_Swap,1,2,4,26-40
61,Savings,1,1499,138323,20856,1680,1,8,UPI,1418,10,2,0,0.84,1.03,0,2,0,0,0,0,None,0,2,6,60+
30,Salary,2,4735,112474,28459,1442,4,13,NEFT,1161,14,0,0,0.8,1.03,0,2,0,0,1,0,None,0,1,5,26-40
54,Savings,2,1559,245994,68259,3754,2,13,NEFT,172805,2,4,0,46.02,70.25,1,3,1,0,0,0,Account_Takeover,1,2,5,41-60
33,Savings,1,3635,130330,23628,2815,1,9,IMPS,1545,10,5,1,0.55,1.19,0,3,0,0,0,0,None,0,2,4,26-40
40,Savings,1,4923,36333,9280,1190,5,9,CASH_OUT,986,10,1,0,0.83,2.71,0,1,0,0,1,0,None,0,2,2,26-40
34,Savings,1,2799,76007,23296,2225,1,10,UPI,2274,10,0,0,1.02,2.99,0,2,0,0,0,0,None,0,2,6,26-40
49,Salary,3,3776,94799,16234,1270,3,13,UPI,2451,9,5,1,1.93,2.59,0,2,0,0,3,0,None,0,1,6,41-60
27,Salary,1,1482,58292,6333,412,2,21,UPI,544,19,0,0,1.32,0.93,0,2,0,0,1,1,None,0,1,6,26-40
22,Salary,2,3313,15788,5195,266,1,9,CASH_IN,211,8,0,0,0.79,1.34,0,2,0,0,0,0,None,0,1,1,18-25
32,Savings,1,1738,176133,13444,759,1,12,CASH_OUT,1059,14,2,0,1.39,0.6,0,2,0,0,3,0,None,0,2,2,26-40
32,Savings,2,4555,121680,42052,5647,4,8,IMPS,11298,7,3,0,2.0,9.28,0,3,0,0,1,0,None,0,2,4,26-40
63,Savings,2,3813,108792,31825,1658,3,11,BILL_PAY,2116,12,5,1,1.28,1.94,0,1,0,0,1,0,None,0,2,0,60+
60,Current,1,2076,92215,21177,1109,4,16,UPI,2638,15,6,1,2.38,2.86,0,3,1,0,0,0,None,0,0,6,41-60
38,Savings,1,4847,62476,16918,2788,1,10,IMPS,2583,11,0,0,0.93,4.13,0,3,0,0,2,0,None,0,2,4,26-40
66,Savings,1,1621,24958,6977,356,1,12,IMPS,277,11,1,0,0.78,1.11,0,1,0,0,3,0,None,0,2,4,60+
26,Salary,3,2925,41345,4335,239,2,11,CASH_OUT,334,9,0,0,1.39,0.81,0,4,0,0,0,1,None,0,1,2,26-40
39,Salary,1,45,75423,25763,1473,2,11,NEFT,3317,13,2,0,2.25,4.4,0,2,0,0,1,0,None,0,1,5,26-40
64,Savings,3,1965,55950,3920,266,1,17,IMPS,41923,21,1,0,50.0,74.93,0,1,1,0,0,0,Unauthorized_Transfer,1,2,4,60+
63,Salary,3,4699,128503,43000,6413,1,18,IMPS,3781,14,3,0,0.59,2.94,1,3,0,0,1,0,None,0,1,4,60+
51,Current,1,3872,127892,20646,1116,2,9,UPI,2556,8,1,0,2.29,2.0,0,2,0,0,1,1,None,0,0,6,41-60
57,Salary,1,3939,57069,10204,620,2,10,UPI,7007,13,0,0,11.28,12.28,0,2,0,0,0,0,Phishing,1,1,6,41-60
33,Savings,1,1659,145847,41978,3666,2,13,IMPS,2210,12,3,0,0.6,1.52,0,3,0,0,0,0,None,0,2,4,26-40
21,Savings,3,4676,198509,43391,6778,1,15,DEBIT_CARD,4776,12,6,1,0.7,2.41,0,1,0,0,0,0,None,0,2,3,18-25
53,Savings,2,4762,254056,17250,2303,2,18,NEFT,215157,22,0,0,50.0,84.69,0,2,1,0,0,0,Unauthorized_Transfer,1,2,5,41-60
49,Salary,3,1638,164398,38878,1954,4,21,UPI,3096,19,0,0,1.58,1.88,0,3,0,0,3,0,None,0,1,6,41-60
34,Salary,2,4001,121782,33875,1732,1,13,NEFT,4238,11,1,0,2.45,3.48,0,4,0,0,2,0,None,0,1,5,26-40
24,Savings,2,2110,109544,27112,2370,3,19,NEFT,4235,19,6,1,1.79,3.87,0,1,0,0,0,0,None,0,2,5,18-25
21,Savings,3,1579,135225,25323,2159,2,20,CASH_OUT,2854,20,5,1,1.32,2.11,0,3,1,0,2,0,None,0,2,2,18-25
60,Savings,1,4658,168485,21786,2811,3,13,NEFT,5241,13,4,0,1.86,3.11,0,1,0,0,0,0,None,0,2,5,41-60
53,Savings,3,452,85134,24334,1515,3,12,NEFT,44797,18,4,0,29.55,52.62,1,3,1,0,0,0,Unauthorized_Transfer,1,2,5,41-60
40,Salary,2,4631,138154,41141,4138,4,21,CASH_OUT,1628,21,0,0,0.39,1.18,0,2,1,0,0,0,None,0,1,2,26-40
38,Savings,2,3159,5029,1434,141,2,13,BILL_PAY,233,14,0,0,1.64,4.63,0,3,0,0,0,0,None,0,2,0,26-40
27,Current,2,3346,360627,95516,5752,3,10,CASH_OUT,13596,8,5,1,2.36,3.77,0,1,0,0,0,0,None,0,0,2,26-40
41,Savings,3,1230,151600,16627,1136,2,20,UPI,364,18,4,0,0.32,0.24,0,1,0,0,0,0,None,0,2,6,41-60
47,Savings,1,1221,179390,15803,1734,3,17,NEFT,4124,17,0,0,2.38,2.3,0,2,0,0,0,0,None,0,2,5,41-60
24,Salary,2,4675,171592,59105,5407,5,18,CASH_IN,9022,19,6,1,1.67,5.26,0,3,0,0,0,0,None,0,1,1,18-25
50,Savings,2,4964,11650,1449,104,2,17,UPI,94,16,0,0,0.9,0.81,0,1,0,0,0,0,None,0,2,6,41-60
42,Savings,3,232,111194,32512,2591,2,10,CASH_OUT,1995,6,3,0,0.77,1.79,0,1,0,0,0,0,None,0,2,2,41-60
56,Savings,2,42,7797,2508,194,1,10,UPI,259,10,1,0,1.33,3.32,0,1,0,0,0,0,None,0,2,6,41-60
39,Savings,1,1841,88369,21190,2140,1,14,NEFT,1495,12,3,0,0.7,1.69,0,1,1,0,1,0,None,0,2,5,26-40
49,Savings,1,4996,55667,6360,940,2,14,UPI,747,16,3,0,0.79,1.34,0,2,0,0,0,0,None,0,2,6,41-60
27,Savings,1,2965,164826,46525,7327,1,12,DEBIT_CARD,13409,13,5,1,1.83,8.14,0,1,0,0,0,0,None,0,2,3,26-40
37,Salary,3,2777,39057,8202,751,1,9,IMPS,1122,9,1,0,1.49,2.87,0,1,0,0,0,0,None,0,1,4,26-40
55,Savings,1,3260,128624,31998,1639,3,13,IMPS,1003,12,4,0,0.61,0.78,0,1,0,0,0,0,None,0,2,4,41-60
42,Salary,2,4688,69976,22860,2869,3,14,IMPS,61838,0,2,0,21.55,88.37,0,6,1,0,1,0,Account_Takeover,1,1,4,41-60
40,Savings,2,759,33812,7972,602,3,17,NEFT,25279,21,6,1,41.92,74.76,0,2,1,0,3,0,Unauthorized_Transfer,1,2,5,26-40
18,Savings,1,3939,150934,15814,2134,1,20,IMPS,3409,21,3,0,1.6,2.26,0,2,1,0,3,0,None,0,2,4,18-25
66,Savings,2,1663,113511,31964,2072,2,15,CASH_OUT,2300,14,5,1,1.11,2.03,0,2,0,0,14,0,None,0,2,2,60+
24,Salary,3,3536,84799,13341,1025,1,8,CASH_OUT,1258,6,1,0,1.23,1.48,0,2,0,0,2,0,None,0,1,2,18-25
52,Savings,2,3841,151530,45509,5565,1,9,IMPS,3133,10,0,0,0.56,2.07,0,3,0,0,7,1,None,0,2,4,41-60
23,Savings,2,3229,82889,13099,889,3,12,CASH_OUT,599,9,4,0,0.67,0.72,0,4,1,0,1,0,None,0,2,2,18-25
68,Salary,2,131,76885,16532,1037,1,11,UPI,2530,13,6,1,2.44,3.29,0,4,0,0,2,0,None,0,1,6,60+
63,Savings,3,4401,162303,46831,3149,1,19,IMPS,5869,19,6,1,1.86,3.62,0,2,0,0,1,0,None,0,2,4,60+
49,Salary,1,1012,100580,22590,5499,2,15,IMPS,4991,14,2,0,0.91,4.96,0,1,0,0,3,0,None,0,1,4,41-60
68,Savings,1,4078,117018,28318,4964,3,14,UPI,9572,14,1,0,1.93,8.18,1,2,0,0,7,0,None,0,2,6,60+
26,Savings,1,2468,23036,4394,257,1,13,UPI,420,13,0,0,1.63,1.82,0,4,0,0,2,0,None,0,2,6,26-40
35,Savings,1,742,94242,7718,1082,1,13,UPI,7490,13,1,0,6.92,7.95,0,1,1,0,0,0,Phishing,1,2,6,26-40
60,Salary,1,3617,155450,22341,1501,2,10,IMPS,3227,13,3,0,2.15,2.08,0,1,0,0,0,1,None,0,1,4,41-60
20,Current,2,2353,482962,63217,3311,2,19,UPI,2617,15,2,0,0.79,0.54,0,2,0,0,1,0,None,0,0,6,18-25
18,Savings,1,363,151902,20946,1933,1,10,BILL_PAY,2668,13,4,0,1.38,1.76,1,1,0,0,7,0,None,0,2,0,18-25
54,Savings,2,3717,76630,10312,567,1,20,NEFT,60228,22,0,0,50.0,78.59,0,3,0,0,0,0,Unauthorized_Transfer,1,2,5,41-60
49,Savings,2,2409,116360,6313,1418,1,17,UPI,2763,17,3,0,1.95,2.37,0,3,0,0,0,0,None,0,2,6,41-60
53,Salary,1,923,44765,14669,907,1,11,UPI,1780,16,1,0,1.96,3.98,0,2,1,0,1,0,None,0,1,6,41-60
66,Savings,1,4260,31243,7904,1645,1,10,IMPS,2305,11,3,0,1.4,7.38,0,1,1,0,0,0,None,0,2,4,60+
28,Savings,2,3625,153517,31288,3029,2,9,UPI,2453,5,3,0,0.81,1.6,0,2,1,0,1,1,None,0,2,6,26-40
43,Salary,2,1236,70979,5001,1113,2,18,IMPS,2600,16,3,0,2.33,3.66,0,1,1,0,2,0,None,0,1,4,41-60
38,Savings,3,3649,196472,24095,5417,1,14,NEFT,6605,12,1,0,1.22,3.36,0,3,0,0,0,0,None,0,2,5,26-40
59,Salary,2,2257,82044,5799,956,2,17,UPI,2284,17,0,0,2.39,2.78,0,1,0,0,3,0,None,0,1,6,41-60
24,Salary,1,4157,136166,34156,2201,2,14,UPI,4042,16,4,0,1.84,2.97,0,2,0,0,0,0,None,0,1,6,18-25
64,Current,2,3561,62143,5596,464,5,20,UPI,412,15,0,0,0.89,0.66,0,1,0,0,2,0,None,0,0,6,60+
60,Salary,2,814,183548,20149,1298,1,15,NEFT,2119,13,0,0,1.63,1.15,0,1,0,0,2,0,None,0,1,5,41-60
39,Salary,1,2193,92001,26673,2482,3,18,UPI,4524,15,2,0,1.82,4.92,0,1,0,0,0,0,None,0,1,6,26-40
60,Savings,2,1443,5573,1894,255,3,8,IMPS,203,5,6,1,0.79,3.64,0,2,0,0,2,0,None,0,2,4,41-60
51,Savings,2,2900,123790,22810,2022,1,8,CASH_OUT,3917,7,5,1,1.94,3.16,0,3,1,0,3,0,None,0,2,2,41-60
21,Salary,1,85,150315,29133,1960,3,8,CASH_OUT,4422,7,0,0,2.25,2.94,0,1,0,0,0,0,None,0,1,2,18-25
45,Current,2,4403,41874,12647,2609,3,11,IMPS,27443,1,2,0,10.51,65.54,1,4,0,0,1,0,Account_Takeover,1,0,4,41-60
55,Savings,2,533,89500,23430,1189,1,15,CASH_OUT,2114,18,4,0,1.78,2.36,0,3,0,0,3,0,None,0,2,2,41-60
32,Savings,3,4591,75634,9477,480,2,16,DEBIT_CARD,651,15,5,1,1.35,0.86,0,1,0,0,0,0,None,0,2,3,26-40
18,Current,2,1690,342125,75587,5002,1,12,IMPS,6674,6,5,1,1.33,1.95,1,1,0,0,0,0,None,0,0,4,18-25
47,Savings,1,782,140340,27398,6627,1,18,NEFT,3569,17,4,0,0.54,2.54,0,1,0,0,0,0,None,0,2,5,41-60
62,Salary,2,4626,69153,17235,1647,3,8,IMPS,2863,9,0,0,1.74,4.14,0,3,0,0,7,0,None,0,1,4,60+
21,Salary,1,4945,177001,35704,1837,1,19,BILL_PAY,4445,18,4,0,2.42,2.51,0,1,0,0,1,0,None,0,1,0,18-25
36,Savings,2,1263,132065,26452,4797,1,15,NEFT,65415,15,2,0,13.63,49.53,0,1,1,0,0,1,Unauthorized_Transfer,1,2,5,26-40
58,Salary,2,3489,65725,13682,1977,5,18,IMPS,2454,17,4,0,1.24,3.73,0,1,0,0,7,0,None,0,1,4,41-60
63,Savings,1,4045,17933,2132,118,2,18,UPI,1052,11,3,0,8.84,5.87,1,2,1,0,0,0,Phishing,1,2,6,60+
54,Salary,3,2776,20592,5424,516,5,18,IMPS,729,19,4,0,1.41,3.54,0,1,0,0,3,0,None,0,1,4,41-60
29,Salary,1,4728,10235,3313,627,1,14,CASH_OUT,1089,13,3,0,1.73,10.64,0,1,0,0,1,0,None,0,1,2,26-40
45,Savings,2,2862,81666,24368,5065,1,14,DEBIT_CARD,5937,13,3,0,1.17,7.27,0,1,0,0,1,0,None,0,2,3,41-60
22,Savings,2,4195,137018,35179,3166,4,20,NEFT,6767,16,2,0,2.14,4.94,0,3,0,0,0,0,None,0,2,5,18-25
47,Salary,2,4382,34241,4445,308,1,20,NEFT,26697,23,2,0,50.0,77.97,0,3,1,0,1,0,Account_Takeover,1,1,5,41-60
18,Salary,2,3449,5506,535,35,2,21,UPI,42,21,3,0,1.17,0.76,0,1,0,0,7,0,None,0,1,6,18-25
60,Savings,3,3029,51298,7930,1161,1,19,DEBIT_CARD,1752,16,1,0,1.51,3.42,0,2,0,0,3,1,None,0,2,3,41-60
67,Savings,2,4153,121566,28603,3135,1,19,UPI,4033,20,3,0,1.29,3.32,0,1,0,0,7,0,None,0,2,6,60+
40,Savings,3,543,152966,38732,4482,1,13,IMPS,6377,13,0,0,1.42,4.17,0,2,0,0,1,0,None,0,2,4,26-40
39,Current,3,4932,148373,7873,1303,2,12,IMPS,89843,11,6,1,50.0,60.55,0,3,1,0,0,1,Unauthorized_Transfer,1,0,4,26-40
45,Savings,2,2448,7831,2578,559,2,19,IMPS,438,18,2,0,0.78,5.59,0,1,0,0,1,0,None,0,2,4,41-60
34,Savings,1,4574,167370,36230,4245,4,16,UPI,3904,13,6,1,0.92,2.33,0,3,0,0,0,0,None,0,2,6,26-40
52,Savings,1,525,93613,12500,1202,3,18,CASH_OUT,2682,13,3,0,2.23,2.86,0,1,0,0,0,0,None,0,2,2,41-60
25,Savings,2,341,51363,13903,1077,1,16,IMPS,1156,15,4,0,1.07,2.25,0,2,0,0,0,0,None,0,2,4,18-25
39,Salary,2,1064,148072,40440,2022,2,15,NEFT,1881,14,1,0,0.93,1.27,0,1,1,0,7,0,None,0,1,5,26-40
47,Savings,2,405,183451,51516,8669,1,11,NEFT,19860,10,5,1,2.29,10.83,0,1,0,0,3,0,None,0,2,5,41-60
36,Current,1,2949,287942,23416,3376,1,18,UPI,6850,18,6,1,2.03,2.38,0,1,0,0,3,0,None,0,0,6,26-40
40,Savings,1,4111,108848,35052,2063,2,19,CASH_OUT,5102,20,1,0,2.47,4.69,0,2,0,0,7,0,None,0,2,2,26-40
52,Savings,1,3577,122160,21061,1054,2,17,UPI,2411,15,3,0,2.29,1.97,0,1,0,0,0,0,None,0,2,6,41-60
30,Savings,1,3366,83317,26174,1535,3,16,DEBIT_CARD,733,13,4,0,0.48,0.88,0,1,0,0,0,0,None,0,2,3,26-40
55,Salary,3,4866,106673,16872,1348,1,15,IMPS,666,18,2,0,0.49,0.62,0,1,0,0,0,0,None,0,1,4,41-60
46,Current,3,1997,59612,9309,588,1,16,NEFT,48285,7,2,0,50.0,81.0,1,3,1,0,1,0,Unauthorized_Transfer,1,0,5,41-60
25,Salary,1,3209,7825,2533,216,4,9,IMPS,315,4,5,1,1.45,4.03,0,1,0,0,1,0,None,0,1,4,18-25
63,Salary,1,2011,163568,20362,1613,1,20,CASH_OUT,2268,19,4,0,1.41,1.39,0,3,0,0,0,0,None,0,1,2,60+
59,Current,2,2571,29534,3981,321,1,11,IMPS,27060,3,5,1,50.0,91.62,1,6,1,0,1,0,Account_Takeover,1,0,4,41-60
47,Salary,3,4251,117512,15156,823,1,16,UPI,830,15,2,0,1.01,0.71,0,2,0,0,1,0,None,0,1,6,41-60
60,Savings,1,998,48150,4736,333,1,8,CASH_OUT,369,11,4,0,1.1,0.77,0,3,0,0,0,0,None,0,2,2,41-60
37,Savings,2,4341,165730,29454,2354,4,15,BILL_PAY,2637,13,1,0,1.12,1.59,0,1,0,0,1,0,None,0,2,0,26-40
63,Savings,2,4308,193009,18381,1981,2,19,BILL_PAY,3824,18,4,0,1.93,1.98,0,3,0,0,3,0,None,0,2,0,60+
46,Salary,2,3158,175857,39909,3370,1,13,NEFT,124990,1,0,0,37.08,71.07,1,3,1,0,0,0,Account_Takeover,1,1,5,41-60
62,Salary,1,4570,101650,5099,638,1,18,BILL_PAY,1130,19,3,0,1.77,1.11,0,1,0,0,7,0,None,0,1,0,60+
53,Savings,1,342,139773,45655,6613,2,17,NEFT,131495,1,0,0,19.88,94.08,1,7,1,0,0,0,Account_Takeover,1,2,5,41-60
43,Current,2,3641,156284,36963,2272,2,11,IMPS,3650,10,6,1,1.61,2.34,0,2,0,0,0,0,None,0,0,4,41-60
60,Salary,2,2867,243752,33516,3216,2,12,UPI,159161,1,1,0,49.47,65.3,0,10,1,0,0,0,SIM_Swap,1,1,6,41-60
49,Savings,3,1296,142698,10615,2134,4,18,BILL_PAY,2081,15,4,0,0.97,1.46,0,1,1,0,7,0,None,0,2,0,41-60
48,Salary,1,2354,98533,34439,4825,2,13,IMPS,9529,12,4,0,1.97,9.67,0,1,1,0,1,0,None,0,1,4,41-60
55,Salary,1,4035,122962,40224,2245,1,17,UPI,1205,15,1,0,0.54,0.98,0,2,0,0,3,0,None,0,1,6,41-60
26,Current,2,4289,171417,36501,7956,3,10,CASH_OUT,6058,10,5,1,0.76,3.53,0,3,1,0,2,0,None,0,0,2,26-40
51,Salary,2,2105,12135,2090,317,3,11,UPI,9680,0,3,0,30.44,79.76,0,10,1,0,0,0,SIM_Swap,1,1,6,41-60
63,Savings,3,3875,37222,11204,778,1,15,IMPS,1030,12,6,1,1.32,2.77,0,2,0,0,0,0,None,0,2,4,60+
18,Savings,2,1233,63929,15744,1006,3,21,DEBIT_CARD,492,21,3,0,0.49,0.77,0,1,0,0,0,0,None,0,2,3,18-25
28,Savings,1,4220,4561,1548,224,2,13,BILL_PAY,145,15,3,0,0.64,3.18,0,1,0,0,1,0,None,0,2,0,26-40
62,Savings,2,4814,139780,10356,705,3,15,UPI,1601,16,2,0,2.27,1.15,0,1,0,0,0,0,None,0,2,6,60+
34,Salary,1,3988,81891,8513,740,3,9,NEFT,1675,4,0,0,2.26,2.05,0,1,0,0,1,0,None,0,1,5,26-40
65,Savings,3,1610,192612,40595,3130,1,18,IMPS,5434,18,4,0,1.74,2.82,0,2,0,0,0,0,None,0,2,4,60+
46,Current,3,148,248634,79750,6992,1,19,IMPS,191528,0,3,0,27.39,77.03,1,9,0,0,0,0,SIM_Swap,1,0,4,41-60
28,Savings,1,218,117559,9583,830,1,17,UPI,698,16,3,0,0.84,0.59,0,1,0,0,2,0,None,0,2,6,26-40
29,Salary,3,751,129796,7440,593,3,14,UPI,1421,12,5,1,2.39,1.09,0,2,0,0,2,0,None,0,1,6,26-40
43,Savings,3,1671,63873,8049,649,5,21,UPI,586,23,0,0,0.9,0.92,1,1,0,0,2,0,None,0,2,6,41-60
48,Savings,1,4783,138887,29193,1855,3,13,NEFT,105524,3,3,0,50.0,75.98,1,5,1,0,0,0,Account_Takeover,1,2,5,41-60
21,Savings,3,3418,119106,17430,2584,5,8,IMPS,3022,9,3,0,1.17,2.54,0,1,0,0,0,0,None,0,2,4,18-25
60,Savings,2,327,149003,18810,946,2,14,IMPS,1419,13,1,0,1.5,0.95,0,1,0,0,0,0,None,0,2,4,41-60
55,Savings,1,3670,26476,2374,368,4,13,IMPS,455,14,5,1,1.23,1.72,0,2,0,0,0,0,None,0,2,4,41-60
27,Savings,3,34,144979,30609,3053,3,9,DEBIT_CARD,5861,11,6,1,1.92,4.04,0,1,0,0,0,0,None,0,2,3,26-40
49,Savings,2,1695,93890,20624,2009,3,10,BILL_PAY,819,9,6,1,0.41,0.87,0,1,0,0,0,0,None,0,2,0,41-60
53,Savings,2,4207,101104,22782,2046,1,21,NEFT,3100,18,0,0,1.51,3.07,0,1,0,0,0,0,None,0,2,5,41-60
26,Savings,2,1108,99329,20146,3641,1,12,IMPS,2928,14,6,1,0.8,2.95,0,1,0,0,1,0,None,0,2,4,26-40
43,Savings,2,3854,104685,32726,1844,1,14,IMPS,95841,23,2,0,50.0,91.55,1,9,1,0,1,0,SIM_Swap,1,2,4,41-60
20,Savings,2,3774,83195,27093,2229,2,20,UPI,5443,20,1,0,2.44,6.54,0,1,0,0,1,0,None,0,2,6,18-25
38,Savings,3,1317,132311,36935,5177,1,20,IMPS,12137,21,0,0,2.34,9.17,0,3,0,0,2,0,None,0,2,4,26-40
20,Salary,2,964,69976,20452,1129,1,13,IMPS,1887,12,1,0,1.67,2.7,0,1,0,0,1,1,None,0,1,4,18-25
64,Salary,3,692,73475,18493,1260,1,19,NEFT,48158,21,2,0,38.19,65.54,0,3,0,0,0,0,Unauthorized_Transfer,1,1,5,60+
56,Savings,2,295,47909,14468,790,1,17,BILL_PAY,1716,16,4,0,2.17,3.58,0,1,0,0,2,0,None,0,2,0,41-60
53,Salary,1,4308,120923,27621,3837,2,13,IMPS,69748,10,6,1,18.17,57.68,0,2,1,0,1,0,Unauthorized_Transfer,1,1,4,41-60
51,Salary,1,1747,9120,759,44,1,15,NEFT,13,16,4,0,0.29,0.14,0,1,0,0,2,0,None,0,1,5,41-60
39,Savings,2,1236,38307,3969,331,1,10,IMPS,277,11,3,0,0.83,0.72,0,1,0,0,0,0,None,0,2,4,26-40
66,Salary,3,2577,37626,12408,1440,2,9,CASH_OUT,994,10,4,0,0.69,2.64,0,1,0,0,0,0,None,0,1,2,60+
21,Savings,2,2403,154409,38360,3995,5,17,IMPS,3675,17,6,1,0.92,2.38,0,2,0,0,0,0,None,0,2,4,18-25
34,Savings,2,1757,49764,15599,955,2,12,UPI,1978,8,6,1,2.07,3.97,0,3,0,0,0,0,None,0,2,6,26-40
25,Salary,1,1177,176946,43719,5714,4,10,UPI,13729,7,6,1,2.4,7.76,0,2,1,0,2,0,None,0,1,6,18-25
53,Current,3,940,447628,150232,14014,2,15,CASH_OUT,22554,13,0,0,1.61,5.04,0,1,0,0,2,0,None,0,0,2,41-60
25,Savings,3,1255,51390,11516,577,3,14,IMPS,986,14,6,1,1.71,1.92,0,1,0,0,1,0,None,0,2,4,18-25
37,Salary,1,259,82899,22075,1442,5,16,UPI,2648,17,1,0,1.84,3.19,0,1,0,0,2,0,None,0,1,6,26-40
25,Salary,1,1849,72419,23726,2019,3,17,IMPS,835,19,3,0,0.41,1.15,0,3,0,0,0,0,None,0,1,4,18-25
45,Savings,1,2903,181597,16834,930,3,18,CASH_OUT,1574,18,1,0,1.69,0.87,0,1,0,0,0,0,None,0,2,2,41-60
63,Savings,3,149,120905,34403,1985,1,9,IMPS,106453,3,1,0,50.0,88.05,1,5,0,0,2,0,Account_Takeover,1,2,4,60+
18,Savings,3,3522,170880,38634,2853,4,13,CASH_OUT,2426,12,4,0,0.85,1.42,0,2,0,0,1,0,None,0,2,2,18-25
46,Savings,1,4176,14982,1799,100,3,21,DEBIT_CARD,241,23,0,0,2.39,1.61,0,1,0,0,1,1,None,0,2,3,41-60
39,Savings,2,1077,7900,404,22,2,14,IMPS,34,14,0,0,1.48,0.43,0,1,0,0,3,0,None,0,2,4,26-40
57,Salary,1,2694,75111,9447,650,1,13,NEFT,1483,15,2,0,2.28,1.97,1,1,0,0,0,0,None,0,1,5,41-60
44,Salary,1,4842,134027,6755,1054,2,13,IMPS,453,9,4,0,0.43,0.34,1,1,0,0,2,0,None,0,1,4,41-60
50,Savings,1,4554,52810,17010,1266,2,21,UPI,1145,21,1,0,0.9,2.17,1,1,0,0,1,0,None,0,2,6,41-60
55,Salary,1,570,189649,47964,9645,3,11,DEBIT_CARD,15504,17,3,0,1.61,8.18,1,1,0,0,0,1,None,0,1,3,41-60
47,Salary,2,3775,131108,12878,695,2,10,UPI,1197,12,5,1,1.72,0.91,0,1,0,0,3,1,None,0,1,6,41-60
33,Savings,3,1161,165007,18025,3657,3,15,CASH_OUT,4893,13,5,1,1.34,2.97,0,1,0,0,1,0,None,0,2,2,26-40
42,Savings,2,1627,126358,36044,7720,1,18,UPI,19035,21,4,0,2.47,15.06,0,1,0,0,1,0,None,0,2,6,41-60
58,Savings,2,1746,162377,54308,3286,3,21,IMPS,2848,21,5,1,0.87,1.75,0,3,0,0,0,0,None,0,2,4,41-60
